id,text,source,reposts_count,comments_count,attitudes_count,isLongText,pic_ids,geo,id,screen_name,verified,verified_reason,verified_type,description,gender,followers_count,follow_count,mbtype,urank,mbrank,statuses_count
3985837957674941,几十个亿都被她创新创掉了，自然心情大好。很奇怪，只要政治正确，浪费那么多纳税人的钱竟然无人问责！当然不一定是邓本人，但这个系统一定有问题！邓亚萍辞公职后首亮相 笑容满面状态好 ​,分享按钮,0,0,0,False,[u'775f49b2jw1f4tca06ss4j20p00i2wmc'],None,2002733490,执着是一种境界,False,None,-1,,m,104,2,0,9,0,1069
3984150954889473,紧急通知:一定要注意，请不要喝加多宝了，5月29日放新闻加多宝被工厂员工下了老鼠药，因为他对世界不满！此人已经被抓起来了。加多宝工厂已经把产品全部下架。在广州已经死了好几个人了。。。学校也禁止买饮料给小孩喝。。。此事千真万确，不信你查今日一线5.29晚上放的！。。。近期不要喝， ​,vivo智能手机客户端,0,0,0,False,[],None,5870149957,小雅7221146,False,None,-1,为人民服务，乃我们的宗旨,f,2,9,0,4,0,6
3985531174542704,"网友曝料:6月8日晚，兖州市龙桥和馨家园门口有一女子抢孩子被群众抓住了。 . <a data-url=""http://t.cn/R5IU4B6"" target=""_blank"" href=""http://weibo.cn/sinaurl?fid=1034%3Aa1b45e4d455dad0917e9f178eedac893&luicode=20000061&lfid=3985531174542704&featurecode=20000180&u=http%3A%2F%2Fvideo.weibo.com%2Fshow%3Ffid%3D1034%3Aa1b45e4d455dad0917e9f178eedac893"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ​",即刻笔记,1,4,6,False,[],None,5760126896,史上第一污段子,False,None,-1,污粉投稿 合作推广 互推 撩妹都私聊哦！,f,56280,62,11,14,4,2985
3985849630144554,兖州刚发生的偷孩子的，就在贵和附近，太猖狂了吧！希望大家看好自己得孩子，一个三岁的小孩他奶奶在小区门口看着他，4、5个人一下就把孩子给抱住了，幸亏附近有人，在众人的帮助下，孩子没有被抱走，但是也只抓到偷孩子的其中一个人，其他人都跑了，大家一定看好自己的孩子 ​,iPhone 6s Plus,0,4,1,False,"[u'687cee39jw1f4tdli4c2bj20k00f0mz7', u'687cee39jw1f4tdlift2cj20qo0zkn1q', u'687cee39jw1f4tdlitrbdj20jz0zk409', u'687cee39jw1f4tdlj54d2j20zk0k0q79', u'687cee39jw1f4tdljgyz4j20f00qoabd', u'687cee39jw1f4tdljrsddj20hs0nqt9s', u'687cee39jw1f4tdlhvpg9j20hs0nqmyi', u'687cee39jw1f4tdljzqqaj20jz0zkdhl']",None,1753017913,皓谦的妈妈,False,None,-1,人先要爱自己，我没有办法一无所有的爱你❤️。,f,39,107,0,6,0,22
3983748946836488,"广西，田林，隆林，贵州，兴义，安龙，册亨，也发现了”现在东兰，长乐，大同，坡索，花香等地区猪肉已大面积出现钩虫，病猪来源于柳州鹿寨，鹿寨地区人早在两个月前就已禁吃猪肉了，此虫是寄生虫的一种，水煮不烂，油炸不熟，高温杀不死，安马，德胜等地已有朋友买到过这种肉 <a data-url=""http://t.cn/RyhTrrH"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3983748946836488&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008651342823000000"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">凉山彝族自治州·普基镇</a> ​",vivo智能手机,0,6,1,False,"[u'006hkACdgw1f4mocszggrj30a60bydgd', u'006hkACdgw1f4mocta5eqj30k10hsmyg', u'006hkACdgw1f4moctwl5qj30e80h941c', u'006hkACdgw1f4mocudecaj30m80et0uu', u'006hkACdgw1f4mocurmprj30ke0faab8', u'006hkACdgw1f4mocv92bhj30ke0fadh0', u'006hkACdgw1f4mocvju9vj30ke0fawfn', u'006hkACdgw1f4mocw2euij30no0hsab8']","{u'type': u'Point', u'coordinates': [27.38029, 102.53993]}",5752902017,落枫15463,False,None,-1,别和我耀武扬威 闲吹牛逼 我家农村的 你说的方方面面我听不懂。,m,12,50,0,9,0,150
3985671901110995,"重庆市第三人民医院：昨天凌晨二点二十分，68名男女生感染sB250病毒死亡，最大的68岁，最小的5岁，参与抢救的医生己被隔离，中央1台电视新闻己播岀，暂时别吃魚肉，酸菜，特别是草魚，酸菜魚，水煮魚，目前湖南有8127个魚塘已感染。收到马上发给你关心的人，最好是群友。 <a data-url=""http://t.cn/R2W6CIk"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3985671901110995&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008663252100000002"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">海南藏族自治州·海南州</a> ​",华为Ascend手机,0,3,0,False,[],"{u'type': u'Point', u'coordinates': [36.28397, 100.61292]}",5471287152,血色冷夜,False,None,-1,学生,m,46,69,0,12,0,67
3982617793291158,合肥省立医院：昨天凌晨1点48分，28名男 女性感染SB250病毒死亡，最大的36岁最小的只有5岁，参与抢救的医生已经被隔离，据悉此女是在市场买了猪肉回家做吃后发觉呕吐头晕送院，中央1台电视新闻已播出，暂时别吃猪肉，特别是不新鲜的，颜色不对的，目前只有合肥有9417个已感染！ ​,vivo X5Pro,0,2,0,False,[],None,5847618006,随遇而安无敌1711,False,None,-1,,m,71,956,0,8,0,155
3985597326186749,分享图片 ​,微博 weibo.com,0,6,0,False,[u'8f8f5f45gw1f4skn1u31qj20jm0dttas'],None,2408537925,贝爷粉丝团,False,None,200,我饿了，你下蛋给我吃吧~,m,678,1082,0,30,0,3279
3985664628930578,"【iPhone6S被偷，女生狂追2公里将小偷强暴】……<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shayan-e51a9b4069.png"" style=""width:1em;height:1em;;""></span> ​",微博 weibo.com,31,45,86,False,[u'006fO661gw1f4ssd4xxf6j30ir0cudis'],None,5730381869,搞机小能手,False,None,-1,文能卖萌，武能搞机,m,437681,78,2,9,2,3271
3985697222761414,"iPhone6S被偷，女生狂追2公里将小偷强暴<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_chijing-709027feca.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_chijing-709027feca.png"" style=""width:1em;height:1em;;""></span>卧槽，AU卧槽，这小偷是赚了还是亏了啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span> ​",,7,28,39,False,[u'e262033agw1f4sw318bgrj20jk0cy79e'],None,3798074170,吐槽口袋,True,微博知名搞笑幽默帐号 微博搞笑视频自媒体,0,认真的搞笑,m,131988,186,12,28,5,8387
3985641547286202,"据<a href='http://m.weibo.cn/n/C科技'>@C科技</a> iPhone6S被偷，女生狂追2公里将小偷强暴<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>这就是所谓猜不到结尾吗？ ​",HUAWEI Mate 8,0,0,1,False,[],None,3197653053,风采竹溪,True,竹溪县政府办副主任,0,带你与“自在”竹溪结缘……,m,3506,5039,11,33,6,3998
3985841661506956,都说现在社会好了！为什么还有那么多拐卖儿童的？在成都市金堂县又新镇永乐小学，那么偏僻的地方都有掉孩子的，让我们何以安心？伤心，担心，伤心的是，为什么那么多拐卖儿童的，是法律的漏洞，还是人心的泯灭？担心的是我也是孩子的妈妈，我想所以得妈妈都希望孩子能安全开心的度过一个童年吧！ ​,红米2A,0,0,0,False,[],None,3257240835,独依花楼满脸泪,False,None,-1,秋天，一个容易伤感的季节！！,f,16,54,0,9,0,51
3985681171137452,"：：重庆真实新闻:2016年6月1日在重庆梁平县袁驿镇发生一起抢儿童事件，做案人三个中年男人，在三中学校到镇街上的一条小路上，把小孩直接弄晕(儿童是袁驿新幼儿园中班的一名学生)，正准备带走时被家长及时发现用棒子赶走了做案人，故此获救！请各位同胞们以此引起非常重视，希望大家有爱心的人传递下去，让更多儿童得到家人的保护！<br/>也不要惊慌，相信正义的力量，坏人的目的不仅仅是抓小孩，更是制造恐慌！<br/>所以，一要保护好孩子人生安全，二要冷静的面对危险，不要恐慌，不要掉入坏人的陷阱！ <a data-url=""http://t.cn/R2dUgPL"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3985681171137452&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008644190018000000"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">东莞·厚街镇</a>",Android客户端,0,12,1,True,[],"{u'type': u'Point', u'coordinates': [22.92226, 113.64068]}",5323908867,V-Love锦辰,False,None,-1,你一笑我的世界全亮了，你一哭我的心都碎了-----锦辰宝贝儿,f,25,49,2,9,2,4
3984424729268332,<a class='k' href='http://m.weibo.cn/k/兖州抢孩子?from=feed'>#兖州抢孩子#</a>这就是人贩子的下场 ​,,1,4,5,False,"[u'71acb0bbjw1f4otylh14uj20qo1bewis', u'71acb0bbjw1f4otymt5dhj20qo1be78g']",None,1907142843,珞婳,False,None,-1,爱猫如命,f,260,898,0,18,0,145
3984465828602564,"<a class='k' href='http://m.weibo.cn/k/兖州抢孩子?from=feed'>#兖州抢孩子#</a>只是本人的这些看法！！！ <a data-url=""http://t.cn/R2WxTLl"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3984465828602564&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008637088200000000"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">兖州市</a> ​",小米手机4s,30,46,136,False,[u'b0310660jw1f4oyoij6nwj20os8joqnc'],"{u'type': u'Point', u'coordinates': [35.54712, 116.79271]}",2956002912,wuli傲羽,False,None,-1,2017摄影艺考生,m,62,20,11,14,1,10
